Series Name,Location,Parameter,Timestamp,Value,Offset
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-07 16:00,0,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-07 16:00,10.6108,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-07 16:00,10.6245,0
"Depth","FS-Bottom","Depth-sensor",2025-02-07 15:00,1.713,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-07 15:00,0,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-07 15:00,10.6477,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-07 15:00,10.6503,0
"Depth","FS-Bottom","Depth-sensor",2025-02-07 14:00,1.618,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-07 14:00,0,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-07 14:00,10.6824,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-07 14:00,10.6305,0
"Depth","FS-Bottom","Depth-sensor",2025-02-07 13:00,1.6557,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-07 13:00,0,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-07 13:00,10.6125,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-07 13:00,10.6217,0
"Depth","FS-Bottom","Depth-sensor",2025-02-07 12:00,1.8924,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-07 12:00,0,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-07 12:00,10.4961,0
